user,item,time
31,87232,1424733526
31,4306,1424733535
31,89745,1424733537
31,8368,1424733540
31,44191,1424733543
31,6539,1424733556
31,112852,1424733564
31,91500,1424733615
31,68319,1424733621
31,98809,1424733634
31,79091,1424733638
31,86332,1424733640
31,73321,1424733663
31,82461,1424733668
31,81564,1424733672
31,79695,1424733680
31,78469,1424733691
31,86880,1424733698
31,84944,1424733707
31,78105,1424733714
31,3671,1424733819
31,5378,1424733841
31,5816,1424733847
31,33493,1424733855
31,5218,1424733862
31,51662,1424733873
31,45722,1424733882
31,3300,1424733940
31,41566,1424733944
31,47610,1424733961
31,45499,1424733963
31,73017,1424733979
31,4016,1424733990
31,7373,1424733998
31,53125,1424734001
31,59369,1424734019
31,5254,1424734022
31,4343,1424734030
31,91529,1424734042
31,5444,1424734046
31,54259,1424734058
31,6754,1424734066
31,77561,1424734070
31,88125,1424734075
31,4232,1424734082
31,81834,1424734085
31,34150,1424734087
31,33615,1424734118
31,60074,1424734132
31,5574,1424734138
31,5785,1424734146
31,5463,1424734156
31,5110,1424734169
31,4366,1424734190
31,44022,1424734204
31,5267,1424734238
31,6297,1424734240
31,57640,1424734246
31,3793,1424734262
31,4886,1424734267
31,6333,1424734289
31,50872,1424734336
31,70286,1424734365
31,4638,1424734380
31,5903,1424734383
31,54001,1424734397
31,53996,1424734408
31,60684,1424734420
31,4896,1424734542
31,6365,1424734544
31,60069,1424734564
31,6934,1424734567
31,40815,1424734582
31,72998,1424734588
31,3916,1424734610
31,8972,1424734698
31,54997,1424734701
31,59784,1424734706
31,69844,1424734748
31,4700,1424734878
31,46972,1424734887
31,6156,1424734893
31,88744,1424734934
31,4386,1424734942
31,118696,1424735060
31,6218,1424735193
31,38038,1424735276
31,45517,1424735281
35,6934,1164498035
35,2501,1164498082
35,1223,1164498152
35,1019,1164498198
35,3396,1164498323
35,107,1164498329
35,60,1164498353
35,2688,1164498403
35,2300,1164498408
35,2231,1164498509
35,5902,1164498784
35,858,1164498853
35,1221,1164498858
35,2023,1164498860
35,6874,1164498896
35,7438,1164498898
35,27773,1164498908
35,3556,1164499084
35,7323,1164499091
35,3949,1164499096
35,40819,1164499101
35,296,1164499167
35,356,1164499168
35,593,1164499171
35,318,1164499180
35,592,1164499186
35,110,1164499196
35,527,1164499210
35,50,1164499229
35,595,1164499246
35,47,1164499265
35,1270,1164499273
35,2858,1164499276
35,2571,1164499279
35,2028,1164499289
35,500,1164499298
35,1097,1164499313
35,1580,1164499329
35,1721,1164499333
35,253,1164499338
35,208,1164499347
35,1617,1164499351
35,1265,1164499355
35,2396,1164499385
35,3578,1164499390
35,6003,1164499428
35,4954,1164499569
35,2997,1164499620
35,7361,1164499663
35,6016,1164499687
35,35836,1164499703
35,4226,1164499762
35,2692,1164499776
35,4973,1164499795
35,4011,1164499843
35,2360,1164499859
35,2542,1164500003
35,44665,1164500018
35,2329,1164500043
35,293,1164500071
35,5608,1164500230
35,778,1164500234
35,1089,1164500238
35,30820,1164500578
35,111,1164501164
35,41863,1164501419
35,55995,1206557873
35,55069,1206558095
35,55820,1206558125
35,55269,1206558131
35,55247,1206558151
35,54997,1206558158
35,44555,1206558430
35,27005,1206558457
35,4235,1206558473
35,1222,1206558485
35,56367,1206558489
35,55442,1206558505
35,56782,1206558512
35,5782,1206558521
35,52328,1206559151
35,54190,1206559154
35,54771,1206559217
35,56174,1206559816
35,6773,1206723248
35,48082,1206723274
35,8983,1206723314
35,54286,1206724213
35,32587,1206724217
35,7090,1206724257
35,27592,1206724265
35,38061,1206724270
35,52281,1206724290
35,4993,1206724294
35,7153,1206724299
35,49272,1206724308
35,36529,1206724335
35,54995,1206724358
35,5418,1206724366
35,31878,1206724376
43,261,1231445317
43,3082,1231445359
43,1962,1231445370
43,2881,1231445381
43,531,1231445386
43,2359,1231445396
43,830,1231445402
43,1680,1231445438
43,5013,1231445463
43,2572,1231445613
43,5380,1231445881
43,838,1231445887
43,4014,1231445909
43,356,1231445934
43,1704,1231445953
43,1291,1231445959
43,28,1231445989
43,318,1231446101
43,2918,1231446107
43,3578,1231446112
43,232,1231446187
43,30749,1231446193
43,1278,1231446232
43,8970,1231446329
43,6218,1231446339
43,6942,1231446344
43,62293,1231446390
43,3079,1231446447
43,8943,1231446493
43,4246,1231446512
43,7155,1231446517
43,613,1231446583
43,41571,1231446586
43,4308,1239308750
43,2959,1239308803
43,1198,1239308806
43,6377,1239308808
43,260,1239308820
43,7438,1239308822
43,3793,1239308837
43,296,1239308843
43,6874,1239308878
43,150,1239308880
43,6711,1239308892
43,44191,1239308895
43,6539,1239308913
43,6333,1239308915
43,780,1239308917
43,4306,1239308922
43,7361,1239308927
43,5418,1239308930
43,648,1239308937
43,1923,1239308955
43,32587,1239308962
43,2571,1239308964
43,60069,1239308972
43,595,1239308981
43,2396,1239309011
43,5816,1239309016
50,7438,1181644394
50,6711,1181644397
50,372,1181644438
50,2145,1181644500
50,1635,1181644519
50,1354,1181644590
50,6104,1181644750
50,27266,1181644998
50,910,1181646278
50,3863,1181646325
50,1282,1181646464
50,3148,1182347558
50,308,1182347603
50,2976,1182347646
50,6874,1182347860
50,7365,1182347877
50,1884,1182347920
50,48043,1182348173
50,48394,1182348190
50,296,1182348326
50,2959,1182348330
50,47,1182348347
50,2291,1182348358
50,1279,1182348393
50,5878,1182348521
50,7361,1182348559
50,3949,1182348568
50,48516,1182348571
50,8638,1182348573
50,7147,1182348695
50,27721,1182348731
50,36529,1182348755
50,30707,1182348759
50,8983,1182348778
50,30810,1182348782
50,2843,1182348814
50,1259,1182348835
50,33166,1182348899
50,1246,1182348993
50,356,1182349043
50,593,1182349047
50,318,1182349053
50,150,1182349064
50,590,1182349067
50,589,1182349075
50,32,1182349090
50,608,1182349093
50,1270,1182349120
50,2858,1182349131
50,2571,1182349136
50,1097,1182349156
50,1721,1182349165
50,539,1182349170
50,357,1182349181
50,39,1182349203
50,1193,1182349211
50,1136,1182349214
50,3578,1182349239
50,2997,1182349255
50,1527,1182349262
50,912,1182349274
50,3996,1182349290
50,924,1182349293
50,1584,1182349324
50,1208,1182349334
50,31658,1182349388
50,4973,1182677383
50,2019,1182677414
50,4235,1182677428
50,5618,1182677455
50,2762,1182677729
50,541,1182677784
50,4306,1182677811
50,5952,1182677844
50,1387,1182677910
50,1206,1182677934
50,2174,1182677968
50,1080,1182677979
50,551,1182677995
50,7153,1182678020
50,1183,1182678038
50,923,1182678075
50,4886,1182678083
50,1391,1182678110
50,497,1182678132
50,6539,1182678186
50,2692,1182678232
58,296,1144058341
58,356,1144058356
58,480,1144058365
58,318,1144058377
58,590,1144058385
58,110,1144058392
58,380,1144058402
58,1,1144058408
58,527,1144058427
58,32,1144058437
58,2858,1144058470
58,2028,1144058475
58,34,1144058484
58,500,1144058499
58,736,1144058504
58,231,1144058511
58,1097,1144058525
58,357,1144058528
58,367,1144058541
58,1265,1144058556
58,36,1144058563
58,1580,1144058570
58,1721,1144058584
58,1136,1144058599
58,1193,1144058603
58,2396,1144058607
58,6,1144058615
58,300,1144058618
58,2959,1144058635
58,2997,1144058638
58,223,1144058646
58,1704,1144058652
58,1961,1144058656
58,11,1144058674
58,1393,1144058677
58,1527,1144058682
58,440,1144058686
58,1213,1144058694
58,474,1144058705
58,4993,1144058708
58,1784,1144058713
58,1923,1144058717
58,2683,1144058724
58,3114,1144058757
58,1259,1144058768
58,508,1144058778
58,509,1144058782
58,1517,1144058792
58,1208,1144058806
58,750,1144058810
58,1225,1144058818
58,551,1144058825
58,1101,1144058844
58,266,1144058849
58,5952,1144058866
58,235,1144058872
58,337,1144058876
58,2797,1144058882
58,2174,1144058885
58,317,1144058893
58,2791,1144058904
58,1682,1144058909
58,553,1144058934
58,2291,1144058968
58,923,1144058970
58,1641,1144058978
58,832,1144058991
58,1485,1144058997
58,1391,1144059048
58,4226,1144059058
58,1394,1144059061
58,1247,1144059064
58,1653,1144059070
58,2000,1144059078
58,2640,1144059083
58,555,1144059103
58,1288,1144059106
58,3751,1144059112
58,5445,1144059119
58,151,1144059123
58,2406,1144059129
58,3408,1144059149
58,1358,1144059180
58,5060,1144059184
58,1094,1144059190
58,265,1144059194
58,1639,1144059197
58,2302,1144059202
58,802,1144059218
58,1234,1144059241
58,7153,1144059244
58,1396,1144059247
58,1608,1144059251
58,1625,1144059255
58,1544,1144059266
58,172,1144059278
58,1266,1144059295
58,953,1144059298
58,5349,1144059303
58,342,1144059309
60,2150,1339651323
60,720,1339651381
60,1967,1339651461
60,531,1339651468
60,441,1339651473
60,2085,1339652070
60,71462,1339652216
60,7256,1339652359
60,318,1339652408
60,527,1339652418
60,1193,1339652426
60,6016,1339652428
60,2959,1339652473
60,745,1339652483
60,1148,1339652485
60,79132,1339652549
60,1207,1339652567
60,593,1339652585
60,2324,1339652594
60,2858,1339652598
60,1136,1339652612
60,1197,1339652614
60,4993,1339652683
60,7153,1339652686
60,296,1339652690
60,7361,1339652724
60,1201,1339652741
60,5952,1339652744
60,33358,1339653293
60,26760,1339653312
60,55247,1339653330
60,4312,1339653340
60,40870,1339653363
60,50912,1339653402
60,157,1339653445
60,364,1339653479
60,8645,1339653670
60,36517,1339653673
60,4896,1339654453
60,5816,1339654455
60,81834,1339654457
60,88125,1339654459
60,40815,1339654460
60,69844,1339654462
60,54001,1339654464
60,8368,1339654466
60,71282,1339654524
60,2009,1339654562
60,1073,1339654601
60,7324,1339654913
60,45722,1339686129
60,41566,1339686132
